Namn;pgkod;persnr;Namn;meritp;Namn ;Kurskod;HP;Obligatorisk;betyg
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;9326731124;Sammy Hesk;17.95;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;6421433344;Stillman Luwemba;12.69;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Programmering 1;HIBA20;5;1;VG
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Surveymetodik med uppsats;HSTB21;10;1;VG
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;1138839062;Gayelord Attard;11.66;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;3085457061;Gradeigh Pracht;11.85;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Linjär algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;8118548965;Saunder Zetts;20.00;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Statistisk analys av samhällsdata;HSTA21;10;1;VG
Statistik och dataanalys;LIU50007;3653306965;Dex Langlais;20.00;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Grunder i statistisk metodik;HSTA76;10;1;VG
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;1097712276;Caldwell Heddell;13.99;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Diskret matematik och logik;HMAA61;5;1;VG
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Surveymetodik med uppsats;HSTB21;10;1;VG
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Statistisk analys av samhällsdata;HSTA21;10;1;VG
Statistik och dataanalys;LIU50007;9416776562;Romeo Pham;19.35;Linjär algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Programmering 1;HIBA20;5;1;VG
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;4475460336;Anders Boggild;17.88;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Grunder i statistisk metodik;HSTA76;10;1;VG
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;8250532447;Roarke Southworth;14.26;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Envariabelanalys för statistiker;HMAA54;10;1;VG
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;4175878125;Lindsey Ulgen;17.29;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Data Mining;HSTC22;5;0;VG
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Programmering 1;HIBA20;5;1;VG
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Surveymetodik med uppsats;HSTB21;10;1;VG
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Statistisk analys av samhällsdata;HSTA21;10;1;VG
Statistik och dataanalys;LIU50007;7576773291;Marcos Nyce;19.50;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Vetenskapsfilosofi;HVTA52;5;0;VG
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;8088999404;Gustaf Albritton;11.54;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;1822968199;Ase Staggs;8.89;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Diskret matematik och logik;HMAA61;5;1;VG
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;5920902749;Malcolm Musick;14.50;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Data Mining;HSTC22;5;0;VG
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;8877176527;Thaddeus Simanskis;14.04;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;2588817696;Zaccaria Dido;9.74;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;3094648548;Wakefield Goodson;18.74;Data Mining;HSTC22;5;0;VG
